MSFRTN_RESC_REPRT_NO,ACDNT_CAUSE,PRCS_RESULT_SE_NM,DCLR_YMD,DCLR_TM,DCLR_YR,SEASON_SE_NM,QTR_SE,DCLR_MNTH,DCLR_DAY,DCLR_HOUR,DCLR_MIN,DAYWK,DSP_YMD,DSP_TM,DSP_YR,DSP_MNTH,DSP_DAY,DSP_HOUR,DSP_MIN,SPT_ARVL_YMD,SPT_ARVL_TM,SPT_ARVL_YR,SPT_ARVL_MNTH,SPT_ARVL_DAY,SPT_ARVL_HOUR,SPT_ARVL_MIN,RESC_CMPTN_YMD,RESC_CMPTN_TM,RESC_CMPTN_YR,RESC_CMPTN_MNTH,RESC_CMPTN_DAY,RESC_CMPTN_HOUR,RESC_CMPTN_MIN,HMG_YMD,HMG_TM,HMG_YR,HMG_MNTH,HMG_DAY,HMG_HOUR,HMG_MIN,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LOC_INFO_X,LOC_INFO_Y,SPT_FRSTT_DIST,ACDNT_PLACE_NM,ACDNT_PLACE_DETAIL_NM,ACDNT_CAUSE_ASORT_NM,TIME_UNIT_TMPRT,TIME_UNIT_WS,TIME_UNIT_WD,TIME_UNIT_HUMIDITY,FRSTT_NM,WARD_NM,LFDAU_NM
20214201113M01011,작동기기,자체처리,20210505,101927,2021,봄,2,05,05,10,19,수요일,20210505,102019,2021,05,05,10,20,20210505,102605,2021,05,05,10,26,20210505,102752,2021,05,05,10,27,20210505,111331,2021,05,05,11,13,강원도,춘천시,석사동,동,127.7534,37.8571,5,일상서비스,편의점,전기적 요인,16,270.0,6.5,57,춘천소방서,대룡119안전센터,
20214203106M00753,작동기기,자체처리,20210505,115356,2021,봄,2,05,05,11,53,수요일,20210505,115438,2021,05,05,11,54,20210505,115735,2021,05,05,11,57,20210505,120714,2021,05,05,12,07,20210505,122647,2021,05,05,12,26,강원도,강릉시,내곡동,동,128.8914,37.7422,4,기타건축물,기타 건축물,전기적 요인,20,225.0,6.5,38,강릉소방서,내곡119안전센터,
20214214104M00269,"담뱃불, 라이터불",자체처리,20210505,141839,2021,봄,2,05,05,14,18,수요일,20210505,141925,2021,05,05,14,19,20210505,142136,2021,05,05,14,21,20210505,142136,2021,05,05,14,21,20210505,171033,2021,05,05,17,10,강원도,평창군,대관령면,면,128.7006,37.6758,60,음식점,"커피숍,다방,카페",부주의,19,225.0,2.0,29,평창소방서,대관령119안전센터,
20214202404M01305,미상,타기관처리,20210505,162254,2021,봄,2,05,05,16,22,수요일,20210505,162405,2021,05,05,16,24,20210505,163051,2021,05,05,16,30,20210505,171716,2021,05,05,17,17,20210505,171716,2021,05,05,17,17,강원도,원주시,무실동,동,127.921,37.3384,7,야외,쓰레기,부주의,18,270.0,,24,원주소방서,혁신119안전센터,
20214218301M00233,"불꽃, 불티",자체처리,20210505,175722,2021,봄,2,05,05,17,57,수요일,20210505,175806,2021,05,05,17,58,20210505,182147,2021,05,05,18,21,20210507,194934,2021,05,07,19,49,20210507,194934,2021,05,07,19,49,강원도,화천군,간동면,면,127.8768,38.0556,31,야외,기타야외,부주의,17,315.0,2.0,33,화천소방서,화천119안전센터,
20214213103M00187,작동기기,자체처리,20210506,121218,2021,봄,2,05,06,12,12,목요일,20210506,121348,2021,05,06,12,13,20210506,121457,2021,05,06,12,14,20210506,123229,2021,05,06,12,32,20210506,140421,2021,05,06,14,04,강원도,횡성군,우천면,면,128.0883,37.442,14,야외,기타야외,전기적 요인,19,225.0,,27,횡성소방서,우천119안전센터,
20214209107M00438,작동기기,인명구조,20210506,172502,2021,봄,2,05,06,17,25,목요일,20210506,172619,2021,05,06,17,26,20210506,173543,2021,05,06,17,35,20210506,173558,2021,05,06,17,35,20210506,175040,2021,05,06,17,50,강원도,영월군,영월읍,읍,128.5185,37.1889,7,자동차,승용자동차,기계적 요인,21,225.0,2.0,32,영월소방서,영월119안전센터,
20214207306M00104,미상,타기관처리,20210506,210640,2021,봄,2,05,06,21,06,목요일,20210506,210915,2021,05,06,21,09,20210506,212245,2021,05,06,21,22,20210506,223934,2021,05,06,22,39,20210506,235312,2021,05,06,23,53,강원도,삼척시,원덕읍,읍,129.253,37.3529,26,산불,국유림,미상,16,225.0,2.0,54,삼척소방서,원덕119안전센터,임원119지역대
20214203107M00124,"마찰, 전도, 복사",기타,20210507,064630,2021,봄,2,05,07,06,46,금요일,20210507,064715,2021,05,07,06,47,20210507,065733,2021,05,07,06,57,20210507,070420,2021,05,07,07,04,20210507,072303,2021,05,07,07,23,강원도,강릉시,강동면,면,128.9922,37.6811,22,자동차,승용자동차,기계적 요인,8,225.0,6.5,60,강릉소방서,옥계119안전센터,
20214202111M00343,작동기기,안전조치,20210507,082152,2021,봄,2,05,07,08,21,금요일,20210507,082242,2021,05,07,08,22,20210507,082634,2021,05,07,08,26,20210507,083124,2021,05,07,08,31,20210507,084842,2021,05,07,08,48,강원도,원주시,흥업면,면,127.9244,37.2967,10,자동차,승용자동차,전기적 요인,45,45.0,2.0,60,원주소방서,흥업119안전센터,
20214203103M00426,"불꽃, 불티",안전조치,20210507,084013,2021,봄,2,05,07,08,40,금요일,20210507,084040,2021,05,07,08,40,20210507,084519,2021,05,07,08,45,20210507,144012,2021,05,07,14,40,20210507,153832,2021,05,07,15,38,강원도,강릉시,연곡면,면,128.8278,37.8563,15,창고시설,"냉장, 냉동창고",부주의,20,225.0,2.0,41,강릉소방서,주문진119안전센터,
20214216303M00233,"담뱃불, 라이터불",자체처리,20210507,095907,2021,봄,2,05,07,09,59,금요일,20210507,100021,2021,05,07,10,00,20210507,100409,2021,05,07,10,04,20210507,100830,2021,05,07,10,08,20210507,101315,2021,05,07,10,13,강원도,고성군,간성읍,읍,128.4654,38.3807,1,야외,쓰레기,부주의,22,270.0,10.5,41,고성소방서,간성119안전센터,
20214219302M00142,작동기기,안전조치,20210507,103858,2021,봄,2,05,07,10,38,금요일,20210507,104015,2021,05,07,10,40,20210507,104832,2021,05,07,10,48,20210507,110843,2021,05,07,11,08,20210507,124100,2021,05,07,12,41,강원도,화천군,사내면,면,127.4914,38.065,35,단독주택,단독주택,전기적 요인,11,45.0,2.0,97,화천소방서,사내119안전센터,
20214207102M00224,"담뱃불, 라이터불",기타,20210507,110548,2021,봄,2,05,07,11,05,금요일,20210507,110834,2021,05,07,11,08,20210507,112040,2021,05,07,11,20,20210507,133020,2021,05,07,13,30,20210507,144420,2021,05,07,14,44,강원도,삼척시,도계읍,읍,129.0825,37.2117,39,산불,사유림,부주의,17,225.0,18.0,46,삼척소방서,도계119안전센터,
20214202109M00573,미상,안전조치,20210508,010148,2021,봄,2,05,08,01,01,토요일,20210508,010213,2021,05,08,01,02,20210508,011149,2021,05,08,01,11,20210508,013505,2021,05,08,01,35,20210508,023806,2021,05,08,02,38,강원도,원주시,소초면,면,128.0025,37.3789,11,일반업무,기타 일반업무시설,미상,8,225.0,2.0,76,원주소방서,태장119안전센터,소초119지역대
20214210103M00163,작동기기,자체처리,20210508,090148,2021,봄,2,05,08,09,01,토요일,20210508,090237,2021,05,08,09,02,20210508,090710,2021,05,08,09,07,20210508,090942,2021,05,08,09,09,20210508,105001,2021,05,08,10,50,강원도,철원군,서면,면,127.4392,38.2406,15,음식점,한식(휴게),전기적 요인,11,225.0,2.0,0,철원소방서,김화119안전센터,
20214200122M00043,"담뱃불, 라이터불",타기관처리,20210508,121220,2021,봄,2,05,08,12,12,토요일,20210508,121312,2021,05,08,12,13,20210508,122927,2021,05,08,12,29,20210508,135433,2021,05,08,13,54,20210508,182202,2021,05,08,18,22,강원도,횡성군,안흥면,면,128.1847,37.4111,38,산불,국유림,부주의,15,225.0,2.0,59,횡성소방서,우천119안전센터,안흥지역대
20214213106M00182,"담뱃불, 라이터불",기타,20210508,123721,2021,봄,2,05,08,12,37,토요일,20210508,123758,2021,05,08,12,37,20210508,124248,2021,05,08,12,42,20210508,130219,2021,05,08,13,02,20210508,150434,2021,05,08,15,04,강원도,횡성군,횡성읍,읍,127.9606,37.5008,5,기타건축물,기타 건축물,부주의,19,225.0,2.0,46,횡성소방서,공근119안전센터,
20214208107M00708,미상,안전조치,20210508,160633,2021,봄,2,05,08,16,06,토요일,20210508,160714,2021,05,08,16,07,20210508,161146,2021,05,08,16,11,20210508,162406,2021,05,08,16,24,20210508,162743,2021,05,08,16,27,강원도,홍천군,홍천읍,읍,127.8965,37.6972,1,공동주택,아파트,미상,21,270.0,6.5,35,홍천소방서,홍천119안전센터,
20214218403M00045,미상,안전조치,20210508,210510,2021,봄,2,05,08,21,05,토요일,20210508,210602,2021,05,08,21,06,20210508,210916,2021,05,08,21,09,20210509,000831,2021,05,09,00,08,20210509,000831,2021,05,09,00,08,강원도,양구군,방산면,면,127.949,38.2046,24,창고시설,"냉장, 냉동창고",미상,13,270.0,2.0,57,양구소방서,양구119안전센터,
20214213105M00436,"마찰, 전도, 복사",기타,20210509,024438,2021,봄,2,05,09,02,44,일요일,20210509,024543,2021,05,09,02,45,20210509,025001,2021,05,09,02,50,20210509,031546,2021,05,09,03,15,20210509,042137,2021,05,09,04,21,강원도,횡성군,횡성읍,읍,127.9803,37.4803,2,자동차,승용자동차,교통사고,10,225.0,2.0,94,횡성소방서,횡성119안전센터,
20214202103M01462,"마찰, 전도, 복사",안전조치,20210509,040941,2021,봄,2,05,09,04,09,일요일,20210509,041040,2021,05,09,04,10,20210509,041642,2021,05,09,04,16,20210509,043038,2021,05,09,04,30,20210509,051017,2021,05,09,05,10,강원도,원주시,무실동,동,127.9273,37.3385,6,음식점,일반주점,부주의,11,180.0,2.0,73,원주소방서,혁신119안전센터,명륜119지역대
20214203105M00762,작동기기,안전조치,20210509,052356,2021,봄,2,05,09,05,23,일요일,20210509,052435,2021,05,09,05,24,20210509,053202,2021,05,09,05,32,20210509,055549,2021,05,09,05,55,20210509,060607,2021,05,09,06,06,강원도,강릉시,구정면,면,,,7,자동차,화물자동차,기계적 요인,14,225.0,2.0,48,강릉소방서,내곡119안전센터,
20214201112M00550,작동기기,안전조치,20210509,115420,2021,봄,2,05,09,11,54,일요일,20210509,115502,2021,05,09,11,55,20210509,115909,2021,05,09,11,59,20210509,120819,2021,05,09,12,08,20210509,133811,2021,05,09,13,38,강원도,춘천시,사농동,동,127.7321,37.9277,6,기타주택,비닐하우스,전기적 요인,20,270.0,2.0,27,춘천소방서,신북119안전센터,
20214208102M00155,"담뱃불, 라이터불",기타,20210509,131611,2021,봄,2,05,09,13,16,일요일,20210509,131719,2021,05,09,13,17,20210509,132624,2021,05,09,13,26,20210509,135339,2021,05,09,13,53,20210509,142934,2021,05,09,14,29,강원도,홍천군,남면,면,127.8322,37.5889,22,산불,사유림,부주의,21,315.0,2.0,24,홍천소방서,양덕원119안전센터,
20214206110M01190,"불꽃, 불티",안전조치,20210509,134254,2021,봄,2,05,09,13,42,일요일,20210509,134328,2021,05,09,13,43,20210509,134735,2021,05,09,13,47,20210509,145718,2021,05,09,14,57,20210509,145718,2021,05,09,14,57,강원도,속초시,교동,동,128.5692,38.2012,1,단독주택,단독주택,부주의,22,315.0,6.5,22,속초소방서,노학119안전센터,
20214208108M00198,"불꽃, 불티",기타,20210509,163010,2021,봄,2,05,09,16,30,일요일,20210509,163125,2021,05,09,16,31,20210509,163249,2021,05,09,16,32,20210509,163745,2021,05,09,16,37,20210509,171036,2021,05,09,17,10,강원도,홍천군,서면,면,127.6624,37.6799,36,야외,쓰레기,부주의,22,225.0,2.0,25,홍천소방서,팔봉119안전센터,
20214211105M00214,"불꽃, 불티",자체처리,20210509,173826,2021,봄,2,05,09,17,38,일요일,20210509,173916,2021,05,09,17,39,20210509,174404,2021,05,09,17,44,20210509,174642,2021,05,09,17,46,20210509,175210,2021,05,09,17,52,강원도,정선군,정선읍,읍,128.6531,37.3791,3,공동주택,아파트,부주의,19,45.0,2.0,22,정선소방서,조양119안전센터,
20214204104M00222,작동기기,안전조치,20210509,190310,2021,봄,2,05,09,19,03,일요일,20210509,190504,2021,05,09,19,05,20210509,190728,2021,05,09,19,07,20210509,190728,2021,05,09,19,07,20210509,192403,2021,05,09,19,24,강원도,삼척시,남양동,동,,,1,위락시설,단란주점,부주의,18,180.0,2.0,39,삼척소방서,봉황119안전센터,
20214217302M00418,"폭발물, 폭죽",안전조치,20210509,204533,2021,봄,2,05,09,20,45,일요일,20210509,204716,2021,05,09,20,47,20210509,205703,2021,05,09,20,57,20210509,211910,2021,05,09,21,19,20210509,213951,2021,05,09,21,39,강원도,양양군,양양읍,읍,128.6408,38.1094,7,야외,기타야외,부주의,17,225.0,2.0,30,양양소방서,양양119안전센터,
20214204103M00454,작동기기,타기관처리,20210510,064920,2021,봄,2,05,10,06,49,월요일,20210510,065000,2021,05,10,06,50,20210510,065745,2021,05,10,06,57,20210510,071112,2021,05,10,07,11,20210510,084914,2021,05,10,08,49,강원도,동해시,발한동,동,129.0826,37.5542,6,일반업무,일반회사,전기적 요인,15,315.0,2.0,36,동해소방서,묵호119안전센터,
20214217304M00218,화학적 발화열,타기관처리,20210510,133707,2021,봄,2,05,10,13,37,월요일,20210510,133747,2021,05,10,13,37,20210510,134700,2021,05,10,13,47,20210510,135852,2021,05,10,13,58,20210510,145052,2021,05,10,14,50,강원도,강릉시,주문진읍,읍,128.8159,37.9118,22,야외,야적장,화학적 요인,17,135.0,2.0,54,강릉소방서,주문진119안전센터,
20214210106M00202,작동기기,안전조치,20210510,152412,2021,봄,2,05,10,15,24,월요일,20210510,152456,2021,05,10,15,24,20210510,152956,2021,05,10,15,29,20210510,153333,2021,05,10,15,33,20210510,174046,2021,05,10,17,40,강원도,철원군,동송읍,읍,127.2886,38.1895,4,음식점,한식,전기적 요인,17,225.0,2.0,46,철원소방서,동송119안전센터,
20214202105M00458,작동기기,타기관처리,20210510,175715,2021,봄,2,05,10,17,57,월요일,20210510,175756,2021,05,10,17,57,20210510,180303,2021,05,10,18,03,20210510,180726,2021,05,10,18,07,20210510,180726,2021,05,10,18,07,강원도,원주시,소초면,면,127.9627,37.4198,16,동식물시설,농예용 온실,전기적 요인,12,45.0,2.0,78,원주소방서,태장119안전센터,
20214208328M00186,미상,기타,20210510,230701,2021,봄,2,05,10,23,07,월요일,20210510,230750,2021,05,10,23,07,20210510,231604,2021,05,10,23,16,20210511,000352,2021,05,11,00,03,20210511,022022,2021,05,11,02,20,강원도,홍천군,화촌면,면,127.9547,37.7358,9,동식물시설,돈사,미상,10,180.0,2.0,90,홍천소방서,홍천119안전센터,화촌119지역대
20214219302M00150,"마찰, 전도, 복사",타기관처리,20210511,080555,2021,봄,2,05,11,08,05,화요일,20210511,080639,2021,05,11,08,06,20210511,081051,2021,05,11,08,10,20210511,081320,2021,05,11,08,13,20210511,091720,2021,05,11,09,17,강원도,화천군,사내면,면,127.5455,38.0604,27,자동차,화물자동차,기계적 요인,8,135.0,2.0,97,화천소방서,사내119안전센터,
20214201103M01917,"담뱃불, 라이터불",자체처리,20210511,134617,2021,봄,2,05,11,13,46,화요일,20210511,134702,2021,05,11,13,47,20210511,135218,2021,05,11,13,52,20210511,135253,2021,05,11,13,52,20210511,135544,2021,05,11,13,55,강원도,춘천시,교동,동,127.7379,37.8792,3,종교시설,교회,부주의,25,180.0,2.0,23,춘천소방서,후평119안전센터,
20214202305M00373,작동기기,타기관처리,20210511,152052,2021,봄,2,05,11,15,20,화요일,20210511,152129,2021,05,11,15,21,20210511,153146,2021,05,11,15,31,20210511,160541,2021,05,11,16,05,20210511,171941,2021,05,11,17,19,강원도,원주시,지정면,면,127.8007,37.3665,26,건설기계,굴삭기,기계적 요인,26,180.0,2.0,30,원주소방서,문막119안전센터,지정119지역대
20214208107M00727,"불꽃, 불티",안전조치,20210511,160700,2021,봄,2,05,11,16,07,화요일,20210511,160724,2021,05,11,16,07,20210511,161442,2021,05,11,16,14,20210511,162527,2021,05,11,16,25,20210511,172416,2021,05,11,17,24,강원도,홍천군,홍천읍,읍,127.9345,37.7211,5,창고시설,기타 창고,부주의,27,90.0,2.0,19,홍천소방서,홍천119안전센터,
20214219401M00116,미상,안전조치,20210511,164623,2021,봄,2,05,11,16,46,화요일,20210511,164726,2021,05,11,16,47,20210511,172846,2021,05,11,17,28,20210511,195125,2021,05,11,19,51,20210511,202138,2021,05,11,20,21,강원도,춘천시,북산면,면,127.852,37.9529,41,기타주택,기타 주택,미상,24,180.0,2.0,22,춘천소방서,신북119안전센터,
20214203106M00802,미상,안전조치,20210511,220115,2021,봄,2,05,11,22,01,화요일,20210511,220142,2021,05,11,22,01,20210511,220842,2021,05,11,22,08,20210511,234252,2021,05,11,23,42,20210512,001855,2021,05,12,00,18,강원도,강릉시,포남동,동,128.9081,37.7882,6,단독주택,단독주택,미상,14,225.0,2.0,62,강릉소방서,포남119안전센터,
20214202303M00123,"담뱃불, 라이터불",자체처리,20210512,095928,2021,봄,2,05,12,09,59,수요일,20210512,095953,2021,05,12,09,59,20210512,100750,2021,05,12,10,07,20210512,103000,2021,05,12,10,30,20210512,113137,2021,05,12,11,31,강원도,원주시,소초면,면,127.9844,37.4447,18,공장시설,펄프 및 제지공업,부주의,21,45.0,2.0,30,원주소방서,태장119안전센터,
20214207317M00142,"불꽃, 불티",안전조치,20210512,114302,2021,봄,2,05,12,11,43,수요일,20210512,114354,2021,05,12,11,43,20210512,115355,2021,05,12,11,53,20210512,124736,2021,05,12,12,47,20210512,163440,2021,05,12,16,34,강원도,삼척시,미로면,면,129.0644,37.3993,18,단독주택,단독주택,부주의,19,135.0,2.0,58,삼척소방서,봉황119안전센터,
20214211103M00146,작동기기,자체처리,20210512,160516,2021,봄,2,05,12,16,05,수요일,20210512,160628,2021,05,12,16,06,20210512,162205,2021,05,12,16,22,20210512,164220,2021,05,12,16,42,20210512,165410,2021,05,12,16,54,강원도,정선군,신동읍,읍,128.677,37.2703,26,들불,논밭두렁,부주의,22,360.0,2.0,31,정선소방서,신동119안전센터,
20214218301M00263,미상,안전조치,20210513,074334,2021,봄,2,05,13,07,43,목요일,20210513,074428,2021,05,13,07,44,20210513,075121,2021,05,13,07,51,20210513,083132,2021,05,13,08,31,20210513,083132,2021,05,13,08,31,강원도,양구군,양구읍,읍,127.9761,38.1042,3,도로,전봇대,전기적 요인,14,135.0,2.0,79,양구소방서,양구119안전센터,
20214215309M00099,"마찰, 전도, 복사",안전조치,20210513,103908,2021,봄,2,05,13,10,39,목요일,20210513,103955,2021,05,13,10,39,20210513,104638,2021,05,13,10,46,20210513,110238,2021,05,13,11,02,20210513,115038,2021,05,13,11,50,강원도,인제군,남면,면,128.0912,37.9393,20,자동차,화물자동차,기계적 요인,23,315.0,2.0,54,인제소방서,인제119안전센터,
20214208102M00165,작동기기,자체처리,20210513,112708,2021,봄,2,05,13,11,27,목요일,20210513,112852,2021,05,13,11,28,20210513,114122,2021,05,13,11,41,20210513,114122,2021,05,13,11,41,20210513,123635,2021,05,13,12,36,강원도,홍천군,서면,면,127.6739,37.6154,27,음식점,한식,기계적 요인,24,135.0,2.0,49,홍천소방서,양덕원119안전센터,
20214214312M00101,미상,인명검색,20210513,130732,2021,봄,2,05,13,13,07,목요일,20210513,130815,2021,05,13,13,08,20210513,132202,2021,05,13,13,22,20210513,133519,2021,05,13,13,35,20210513,141519,2021,05,13,14,15,강원도,평창군,방림면,면,128.3684,37.4341,17,기타건축물,기타 건축물,미상,27,315.0,2.0,30,평창소방서,대화119안전센터,방림119지역대
20214216301M00228,미상,인명검색,20210513,140400,2021,봄,2,05,13,14,04,목요일,20210513,140420,2021,05,13,14,04,20210513,140726,2021,05,13,14,07,20210513,141617,2021,05,13,14,16,20210513,145426,2021,05,13,14,54,강원도,고성군,현내면,면,128.4301,38.4894,15,음식점,한식,미상,18,135.0,2.0,77,고성소방서,거진119안전센터,현내119지역대
20214201114M01664,"불꽃, 불티",안전조치,20210513,143642,2021,봄,2,05,13,14,36,목요일,20210513,143728,2021,05,13,14,37,20210513,144305,2021,05,13,14,43,20210513,153721,2021,05,13,15,37,20210513,153721,2021,05,13,15,37,강원도,춘천시,신북읍,읍,127.7792,37.93,8,야외,공터,기타,30,225.0,2.0,35,춘천소방서,신북119안전센터,
20214200122M00045,작동기기,안전조치,20210513,153705,2021,봄,2,05,13,15,37,목요일,20210513,153756,2021,05,13,15,37,20210513,155917,2021,05,13,15,59,20210513,203416,2021,05,13,20,34,20210513,222500,2021,05,13,22,25,강원도,태백시,하사미동,동,128.9908,37.3042,21,산불,사유림,기계적 요인,23,45.0,2.0,43,태백소방서,화전119안전센터,
20214202105M00488,작동기기,타기관처리,20210514,112150,2021,봄,2,05,14,11,21,금요일,20210514,112254,2021,05,14,11,22,20210514,112556,2021,05,14,11,25,20210514,112920,2021,05,14,11,29,20210514,131349,2021,05,14,13,13,강원도,원주시,우산동,동,127.9439,37.3784,9,야외,기타야외,전기적 요인,26,45.0,2.0,48,원주소방서,우산119안전센터,
20214206103M00652,"담뱃불, 라이터불",안전조치,20210514,160153,2021,봄,2,05,14,16,01,금요일,20210514,160230,2021,05,14,16,02,20210514,160750,2021,05,14,16,07,20210514,162048,2021,05,14,16,20,20210514,162048,2021,05,14,16,20,강원도,속초시,교동,동,128.5819,38.2042,2,공동주택,연립주택,부주의,18,135.0,2.0,81,속초소방서,노학119안전센터,
20214201114M01686,"불꽃, 불티",안전조치,20210514,165924,2021,봄,2,05,14,16,59,금요일,20210514,165948,2021,05,14,16,59,20210514,170320,2021,05,14,17,03,20210514,172438,2021,05,14,17,24,20210514,184356,2021,05,14,18,43,강원도,춘천시,운교동,동,127.7328,37.8775,3,단독주택,단독주택,부주의,31,270.0,2.0,36,춘천소방서,소양119안전센터,
20214204105M00710,"마찰, 전도, 복사",타기관처리,20210514,200959,2021,봄,2,05,14,20,09,금요일,20210514,201045,2021,05,14,20,10,20210514,201622,2021,05,14,20,16,20210514,202037,2021,05,14,20,20,20210514,235119,2021,05,14,23,51,강원도,동해시,효가동,동,129.1106,37.5014,4,자동차,화물자동차,기계적 요인,15,45.0,2.0,94,동해소방서,북삼119안전센터,
20214201103M01993,"담뱃불, 라이터불",안전조치,20210514,211933,2021,봄,2,05,14,21,19,금요일,20210514,212023,2021,05,14,21,20,20210514,212648,2021,05,14,21,26,20210514,213015,2021,05,14,21,30,20210514,214317,2021,05,14,21,43,강원도,춘천시,효자동,동,127.745,37.8725,3,운동시설,당구장,부주의,23,315.0,2.0,69,춘천소방서,후평119안전센터,
20214202105M00493,"담뱃불, 라이터불",안전조치,20210515,103637,2021,봄,2,05,15,10,36,토요일,20210515,103720,2021,05,15,10,37,20210515,104414,2021,05,15,10,44,20210515,105538,2021,05,15,10,55,20210515,124528,2021,05,15,12,45,강원도,원주시,호저면,면,127.9238,37.3957,12,기타건축물,기타 건축물,부주의,21,45.0,2.0,73,원주소방서,태장119안전센터,
20214216301M00233,"담뱃불, 라이터불",자체처리,20210515,120834,2021,봄,2,05,15,12,08,토요일,20210515,120906,2021,05,15,12,09,20210515,121103,2021,05,15,12,11,20210515,121304,2021,05,15,12,13,20210515,123000,2021,05,15,12,30,강원도,고성군,거진읍,읍,128.4518,38.448,11,자동차,화물자동차,부주의,18,90.0,,86,고성소방서,거진119안전센터,
20214202105M00497,미상,기타,20210515,222101,2021,봄,2,05,15,22,21,토요일,20210515,222201,2021,05,15,22,22,20210515,223231,2021,05,15,22,32,20210516,070859,2021,05,16,07,08,20210516,074418,2021,05,16,07,44,강원도,원주시,호저면,면,127.9287,37.4425,15,기타건축물,기타 건축물,미상,20,45.0,2.0,99,원주소방서,우산119안전센터,
20214204105M00718,작동기기,타기관처리,20210516,064316,2021,봄,2,05,16,06,43,일요일,20210516,064438,2021,05,16,06,44,20210516,065109,2021,05,16,06,51,20210516,094820,2021,05,16,09,48,20210516,094820,2021,05,16,09,48,강원도,동해시,천곡동,동,129.1036,37.5239,2,야외,기타야외,전기적 요인,15,90.0,2.0,99,동해소방서,천곡119안전센터,
20214206103M00663,작동기기,오인(구조),20210516,113745,2021,봄,2,05,16,11,37,일요일,20210516,113824,2021,05,16,11,38,20210516,114515,2021,05,16,11,45,20210516,114515,2021,05,16,11,45,20210516,125336,2021,05,16,12,53,강원도,속초시,청호동,동,128.5945,38.1945,5,야외,기타야외,전기적 요인,14,360.0,2.0,97,속초소방서,노학119안전센터,
20214205105M00479,작동기기,안전조치,20210516,124310,2021,봄,2,05,16,12,43,일요일,20210516,124335,2021,05,16,12,43,20210516,125053,2021,05,16,12,50,20210516,125150,2021,05,16,12,51,20210516,130606,2021,05,16,13,06,강원도,태백시,황지동,동,128.9887,37.1701,3,공동주택,아파트,부주의,16,315.0,2.0,95,태백소방서,황지119안전센터,
20214206103M00665,작동기기,타기관처리,20210516,170201,2021,봄,2,05,16,17,02,일요일,20210516,170237,2021,05,16,17,02,20210516,170654,2021,05,16,17,06,20210516,170654,2021,05,16,17,06,20210516,171913,2021,05,16,17,19,강원도,속초시,교동,동,128.5755,38.1971,2,단독주택,단독주택,전기적 요인,11,315.0,2.0,93,속초소방서,노학119안전센터,
20214203109M01611,작동기기,타기관처리,20210517,020043,2021,봄,2,05,17,02,00,월요일,20210517,020128,2021,05,17,02,01,20210517,020633,2021,05,17,02,06,20210517,020951,2021,05,17,02,09,20210517,024035,2021,05,17,02,40,강원도,강릉시,교동,동,,,3,자동차,특수자동차,전기적 요인,12,225.0,2.0,98,강릉소방서,옥천119안전센터,
20214213102M00218,미상,타기관처리,20210517,091054,2021,봄,2,05,17,09,10,월요일,20210517,091122,2021,05,17,09,11,20210517,091528,2021,05,17,09,15,20210517,091528,2021,05,17,09,15,20210517,104045,2021,05,17,10,40,강원도,횡성군,둔내면,면,128.2121,37.4949,30,야외,기타야외,미상,13,225.0,2.0,99,횡성소방서,둔내119안전센터,
20214208107M00765,"불꽃, 불티",인명검색,20210517,122539,2021,봄,2,05,17,12,25,월요일,20210517,122623,2021,05,17,12,26,20210517,123344,2021,05,17,12,33,20210517,125009,2021,05,17,12,50,20210517,125221,2021,05,17,12,52,강원도,홍천군,동면,면,127.9285,37.6965,4,단독주택,단독주택,기계적 요인,14,90.0,2.0,95,홍천소방서,홍천119안전센터,
20214213105M00476,작동기기,안전조치,20210517,165108,2021,봄,2,05,17,16,51,월요일,20210517,165222,2021,05,17,16,52,20210517,165552,2021,05,17,16,55,20210517,165817,2021,05,17,16,58,20210517,172023,2021,05,17,17,20,강원도,횡성군,횡성읍,읍,127.982,37.4854,1,자동차,승용자동차,기계적 요인,15,45.0,2.0,97,횡성소방서,횡성119안전센터,
20214202106M00375,작동기기,오인(구조),20210517,182121,2021,봄,2,05,17,18,21,월요일,20210517,182157,2021,05,17,18,21,20210517,182757,2021,05,17,18,27,20210517,182811,2021,05,17,18,28,20210517,190023,2021,05,17,19,00,강원도,원주시,부론면,면,127.7611,37.2443,32,단독주택,단독주택,기계적 요인,16,135.0,2.0,99,원주소방서,문막119안전센터,
20214203108M01157,"마찰, 전도, 복사",안전조치,20210518,092752,2021,봄,2,05,18,09,27,화요일,20210518,093557,2021,05,18,09,35,20210518,094257,2021,05,18,09,42,20210518,095949,2021,05,18,09,59,20210518,104941,2021,05,18,10,49,강원도,평창군,대관령면,면,128.7345,37.6668,68,자동차,화물자동차,교통사고,12,315.0,2.0,97,평창소방서,대관령119안전센터,
20214201103M02070,작동기기,자체처리,20210518,175628,2021,봄,2,05,18,17,56,화요일,20210518,175714,2021,05,18,17,57,20210518,180053,2021,05,18,18,00,20210518,180520,2021,05,18,18,05,20210518,180824,2021,05,18,18,08,강원도,춘천시,효자동,동,127.736,37.8715,3,공동주택,연립주택,부주의,24,225.0,2.0,52,춘천소방서,효자119안전센터,
