MSFRTN_RESC_REPRT_NO,ACDNT_CAUSE,PRCS_RESULT_SE_NM,DCLR_YMD,DCLR_TM,DCLR_YR,SEASON_SE_NM,QTR_SE,DCLR_MNTH,DCLR_DAY,DCLR_HOUR,DCLR_MIN,DAYWK,DSP_YMD,DSP_TM,DSP_YR,DSP_MNTH,DSP_DAY,DSP_HOUR,DSP_MIN,SPT_ARVL_YMD,SPT_ARVL_TM,SPT_ARVL_YR,SPT_ARVL_MNTH,SPT_ARVL_DAY,SPT_ARVL_HOUR,SPT_ARVL_MIN,RESC_CMPTN_YMD,RESC_CMPTN_TM,RESC_CMPTN_YR,RESC_CMPTN_MNTH,RESC_CMPTN_DAY,RESC_CMPTN_HOUR,RESC_CMPTN_MIN,HMG_YMD,HMG_TM,HMG_YR,HMG_MNTH,HMG_DAY,HMG_HOUR,HMG_MIN,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LOC_INFO_X,LOC_INFO_Y,SPT_FRSTT_DIST,ACDNT_PLACE_NM,ACDNT_PLACE_DETAIL_NM,ACDNT_CAUSE_ASORT_NM,TIME_UNIT_TMPRT,TIME_UNIT_WS,TIME_UNIT_WD,TIME_UNIT_HUMIDITY,FRSTT_NM,WARD_NM,LFDAU_NM
20204208102M00111,"불꽃, 불티",타기관처리,20200326,142658,2020,봄,1,03,26,14,26,목요일,20200326,142735,2020,03,26,14,27,20200326,143923,2020,03,26,14,39,20200326,150459,2020,03,26,15,04,20200326,155500,2020,03,26,15,55,강원도,홍천군,남면,면,127.8614,37.5922,19,들불,논밭두렁,부주의,23,360.0,2.0,23,홍천소방서,양덕원119안전센터,
20204202104M00768,작동기기,안전조치,20200326,145933,2020,봄,1,03,26,14,59,목요일,20200326,150009,2020,03,26,15,00,20200326,150501,2020,03,26,15,05,20200326,150501,2020,03,26,15,05,20200326,154209,2020,03,26,15,42,강원도,원주시,단구동,동,127.964,37.3225,4,야외,기타야외,부주의,18,270.0,2.0,20,원주소방서,단구119안전센터,
20204201112M00337,"담뱃불, 라이터불",안전조치,20200326,172535,2020,봄,1,03,26,17,25,목요일,20200326,172643,2020,03,26,17,26,20200326,173204,2020,03,26,17,32,20200326,182404,2020,03,26,18,24,20200326,195620,2020,03,26,19,56,강원도,춘천시,신북읍,읍,127.7726,37.9425,0,야외,볏짚,부주의,20,180.0,2.0,37,춘천소방서,신북119안전센터,
20204213105M00281,"불꽃, 불티",타기관처리,20200326,182229,2020,봄,1,03,26,18,22,목요일,20200326,182304,2020,03,26,18,23,20200326,182615,2020,03,26,18,26,20200326,183357,2020,03,26,18,33,20200326,191109,2020,03,26,19,11,강원도,횡성군,공근면,면,127.9634,37.5352,8,야외,쓰레기,부주의,19,180.0,2.0,46,횡성소방서,공근119안전센터,
20204207104M00064,"불꽃, 불티",타기관처리,20200327,143332,2020,봄,1,03,27,14,33,금요일,20200327,143501,2020,03,27,14,35,20200327,143922,2020,03,27,14,39,20200327,144135,2020,03,27,14,41,20200327,173006,2020,03,27,17,30,강원도,삼척시,원덕읍,읍,129.3333,37.1775,39,야외,기타야외,전기적 요인,10,90.0,2.0,93,삼척소방서,원덕119안전센터,
20204206110M00597,작동기기,안전조치,20200327,144527,2020,봄,1,03,27,14,45,금요일,20200327,144610,2020,03,27,14,46,20200327,145222,2020,03,27,14,52,20200327,145258,2020,03,27,14,52,20200327,150358,2020,03,27,15,03,강원도,속초시,청호동,동,128.6,38.1944,3,창고시설,"창고, 물품저장소",전기적 요인,6,45.0,2.0,94,속초소방서,노학119안전센터,
20204202105M00299,미상,안전조치,20200329,070546,2020,봄,1,03,29,07,05,일요일,20200329,070805,2020,03,29,07,08,20200329,071858,2020,03,29,07,18,20200329,075536,2020,03,29,07,55,20200329,101053,2020,03,29,10,10,강원도,원주시,소초면,면,127.9714,37.4389,18,자동차,화물자동차,미상,-2,225.0,2.0,85,원주소방서,태장119안전센터,
20204213106M00115,"불꽃, 불티",,20200329,131136,2020,봄,1,03,29,13,11,일요일,20200329,131213,2020,03,29,13,12,20200329,132551,2020,03,29,13,25,20200329,133426,2020,03,29,13,34,20200329,142000,2020,03,29,14,20,강원도,횡성군,갑천면,면,,,24,들불,숲,부주의,14,315.0,2.0,28,횡성소방서,횡성119안전센터,갑천119지역대
20204202106M00202,"불꽃, 불티",타기관처리,20200329,163624,2020,봄,1,03,29,16,36,일요일,20200329,163722,2020,03,29,16,37,20200329,164835,2020,03,29,16,48,20200329,170430,2020,03,29,17,04,20200329,180000,2020,03,29,18,00,강원도,원주시,부론면,면,127.7722,37.2487,31,야외,쓰레기,부주의,15,225.0,2.0,28,원주소방서,문막119안전센터,부론119지역대
20204216302M00166,"담뱃불, 라이터불",자체처리,20200329,171052,2020,봄,1,03,29,17,10,일요일,20200329,171130,2020,03,29,17,11,20200329,171627,2020,03,29,17,16,20200329,172445,2020,03,29,17,24,20200329,181506,2020,03,29,18,15,강원도,고성군,토성면,면,128.56,38.2558,18,자동차,기타 승합자동차,부주의,10,180.0,6.5,57,고성소방서,동광119안전센터,
20204210103M00119,"불꽃, 불티",기타,20200330,104343,2020,봄,1,03,30,10,43,월요일,20200330,104512,2020,03,30,10,45,20200330,105143,2020,03,30,10,51,20200330,105313,2020,03,30,10,53,20200330,115049,2020,03,30,11,50,강원도,철원군,서면,면,127.429,38.2338,17,야외,쓰레기,부주의,10,180.0,2.0,0,철원소방서,김화119안전센터,
20204213106M00116,"불꽃, 불티",자체처리,20200330,164206,2020,봄,1,03,30,16,42,월요일,20200330,164316,2020,03,30,16,43,20200330,165126,2020,03,30,16,51,20200330,170135,2020,03,30,17,01,20200330,180000,2020,03,30,18,00,강원도,횡성군,공근면,면,127.9862,37.5721,13,기타건축물,기타 건축물,부주의,16,315.0,2.0,20,횡성소방서,공근119안전센터,
20204201112M00352,"불꽃, 불티",자체처리,20200330,185217,2020,봄,1,03,30,18,52,월요일,20200330,185306,2020,03,30,18,53,20200330,190050,2020,03,30,19,00,20200330,190050,2020,03,30,19,00,20200330,193740,2020,03,30,19,37,강원도,춘천시,동면,면,127.7826,37.9168,6,야외,쓰레기,부주의,17,225.0,2.0,18,춘천소방서,후평119안전센터,
20204206103M00530,작동기기,안전조치,20200330,192137,2020,봄,1,03,30,19,21,월요일,20200330,192212,2020,03,30,19,22,20200330,193304,2020,03,30,19,33,20200330,193304,2020,03,30,19,33,20200330,213000,2020,03,30,21,30,강원도,속초시,조양동,동,,,6,음식점,횟집,기계적 요인,12,90.0,2.0,76,속초소방서,노학119안전센터,
20204213102M00130,작동기기,자체처리,20200330,220227,2020,봄,1,03,30,22,02,월요일,20200330,220316,2020,03,30,22,03,20200330,221045,2020,03,30,22,10,20200330,230329,2020,03,30,23,03,20200331,235950,2020,03,31,23,59,강원도,평창군,방림면,면,128.3066,37.4429,19,단독주택,단독주택,기계적 요인,6,45.0,2.0,65,평창소방서,대화119안전센터,방림119지역대
20204203106M00559,"마찰, 전도, 복사",안전조치,20200331,011932,2020,봄,1,03,31,01,19,화요일,20200331,012040,2020,03,31,01,20,20200331,012324,2020,03,31,01,23,20200331,012328,2020,03,31,01,23,20200331,014928,2020,03,31,01,49,강원도,강릉시,홍제동,동,128.9123,37.7728,1,공동주택,아파트,부주의,6,225.0,2.0,79,강릉소방서,유천119안전센터,
20204210103M00122,미상,타기관처리,20200331,060431,2020,봄,1,03,31,06,04,화요일,20200331,060625,2020,03,31,06,06,20200331,061452,2020,03,31,06,14,20200331,062933,2020,03,31,06,29,20200331,073814,2020,03,31,07,38,강원도,철원군,김화읍,읍,127.3679,38.24,8,창고시설,"창고, 물품저장소",미상,-5,225.0,2.0,99,철원소방서,김화119안전센터,
20204207106M00438,작동기기,인명검색,20200331,093717,2020,봄,1,03,31,09,37,화요일,20200331,093717,2020,03,31,09,37,20200331,094129,2020,03,31,09,41,20200331,095115,2020,03,31,09,51,20200331,121015,2020,03,31,12,10,강원도,삼척시,남양동,동,129.167,37.4404,1,일상서비스,기타 일상서비스,전기적 요인,14,135.0,2.0,42,삼척소방서,봉황119안전센터,
20204210102M00227,미상,안전조치,20200331,125525,2020,봄,1,03,31,12,55,화요일,20200331,125659,2020,03,31,12,56,20200331,130233,2020,03,31,13,02,20200331,144000,2020,03,31,14,40,20200331,154400,2020,03,31,15,44,강원도,철원군,동송읍,읍,127.2296,38.2227,15,산불,사유림,미상,17,135.0,2.0,17,철원소방서,동송119안전센터,
20204203104M00426,"마찰, 전도, 복사",자체처리,20200331,152733,2020,봄,1,03,31,15,27,화요일,20200331,152821,2020,03,31,15,28,20200331,153634,2020,03,31,15,36,20200331,154414,2020,03,31,15,44,20200331,165748,2020,03,31,16,57,강원도,강릉시,주문진읍,읍,128.8307,37.8934,20,선박,어선,부주의,14,180.0,2.0,87,강릉소방서,주문진119안전센터,
20204204103M00268,"마찰, 전도, 복사",안전조치,20200331,171112,2020,봄,1,03,31,17,11,화요일,20200331,171136,2020,03,31,17,11,20200331,171627,2020,03,31,17,16,20200331,172118,2020,03,31,17,21,20200331,174518,2020,03,31,17,45,강원도,동해시,동회동,동,129.1053,37.4872,3,공동주택,아파트,부주의,12,180.0,2.0,72,동해소방서,북삼119안전센터,
20204214103M00125,작동기기,자체처리,20200331,231657,2020,봄,1,03,31,23,16,화요일,20200331,231830,2020,03,31,23,18,20200331,233115,2020,03,31,23,31,20200331,233147,2020,03,31,23,31,20200401,014154,2020,03,01,01,41,강원도,평창군,봉평면,면,128.3328,37.5783,37,단독주택,단독주택,전기적 요인,5,45.0,2.0,66,평창소방서,봉평119안전센터,
20204205104M00254,"마찰, 전도, 복사",안전조치,20200401,051910,2020,봄,2,04,01,05,19,수요일,20200401,052010,2020,04,01,05,20,20200401,052408,2020,04,01,05,24,20200401,052907,2020,04,01,05,29,20200401,055116,2020,04,01,05,51,강원도,태백시,황지동,동,128.9936,37.1742,2,야외,쓰레기,부주의,5,360.0,2.0,64,태백소방서,황지119안전센터,
20204204102M00436,"담뱃불, 라이터불",안전조치,20200401,112034,2020,봄,2,04,01,11,20,수요일,20200401,112125,2020,04,01,11,21,20200401,112638,2020,04,01,11,26,20200401,113239,2020,04,01,11,32,20200401,113839,2020,04,01,11,38,강원도,동해시,부곡동,동,129.0981,37.5386,10,야외,기타야외,부주의,14,45.0,6.5,56,동해소방서,천곡119안전센터,
20204214106M00149,"담뱃불, 라이터불",,20200401,114446,2020,봄,2,04,01,11,44,수요일,20200401,114529,2020,04,01,11,45,20200401,115203,2020,04,01,11,52,20200401,123833,2020,04,01,12,38,20200401,130246,2020,04,01,13,02,강원도,평창군,미탄면,면,128.5228,37.3545,16,산불,국유림,부주의,15,360.0,2.0,24,평창소방서,평창119안전센터,미탄119지역대
20204215102M00088,"불꽃, 불티",타기관처리,20200401,120612,2020,봄,2,04,01,12,06,수요일,20200401,120651,2020,04,01,12,06,20200401,121417,2020,04,01,12,14,20200401,124204,2020,04,01,12,42,20200401,134801,2020,04,01,13,48,강원도,인제군,상남면,면,128.2953,37.8767,52,기타주택,컨테이너(주거용),부주의,10,135.0,2.0,72,인제소방서,기린119안전센터,
20204204103M00272,"마찰, 전도, 복사",안전조치,20200401,125048,2020,봄,2,04,01,12,50,수요일,20200401,125136,2020,04,01,12,51,20200401,125422,2020,04,01,12,54,20200401,125540,2020,04,01,12,55,20200401,143258,2020,04,01,14,32,강원도,동해시,쇄운동,동,129.0988,37.4872,6,자동차,화물자동차,기계적 요인,10,45.0,6.5,85,동해소방서,북삼119안전센터,
20204202305M00196,"마찰, 전도, 복사",,20200401,141442,2020,봄,2,04,01,14,14,수요일,20200401,141523,2020,04,01,14,15,20200401,142225,2020,04,01,14,22,20200401,142225,2020,04,01,14,22,20200401,151017,2020,04,01,15,10,강원도,원주시,흥업면,면,,,16,자동차,화물자동차,기계적 요인,18,360.0,2.0,21,원주소방서,흥업119안전센터,
20204201110M00194,"마찰, 전도, 복사",,20200401,175021,2020,봄,2,04,01,17,50,수요일,20200401,175132,2020,04,01,17,51,20200401,175821,2020,04,01,17,58,20200401,181111,2020,04,01,18,11,20200401,191200,2020,04,01,19,12,강원도,춘천시,서면,면,127.6602,37.8247,23,자동차,승용자동차,기타,10,45.0,6.5,61,춘천소방서,강촌119안전센터,
